744,1958
899,2006
50,2008
994,1916
463,2013
89,2019
794,1996
489,1998
219,1985
89,2003
760,1967
563,1956
733,1993
199,1945
646,1934
179,2018
124,2000
119,1954
650,1969
740,1922
934,1901
751,1967
797,1910
857,1935
860,1917
472,1950
450,2019
863,1937
682,1929
236,1900
650,1943
828,2001
480,1964
789,1926
705,1968
256,2019
969,1935
753,2001
819,1960
258,1900
711,1990
871,1952
845,1998
567,1983
16,2019
899,1959
54,1925
35,1971
704,2005
921,1973
789,1984
855,1949
453,2009
540,1945
704,1945
968,1965
547,1909
724,2011
847,2000
290,2008
168,2016
76,1903
351,1994
552,1922
293,1927
735,1952
33,1945
521,1962
478,1911
707,1966
348,1998
14,1929
376,1970
415,1974
994,1979
201,1958
742,1909
630,1961
165,1950
303,1908
742,1923
849,1945
623,1938
867,1961
751,1902
781,1950
683,1940
973,1985
923,1970
831,1975
222,1926
106,1973
880,1993
170,1922
703,1995
417,1953
247,1913
266,1902
862,2014
912,1968
340,1917
941,2013
810,1936
937,1997
334,2000
546,1978
261,1983
332,1932
576,1993
95,1913
199,1935
333,1984
655,1906
656,1961
636,1944
767,1963
902,2015
170,1961
777,1947
700,1951
443,1933
373,2012
260,1916
215,2018
203,1995
734,1974
111,1951
661,1988
804,1904
979,2002
229,1917
536,1975
99,1925
288,1918
860,1965
889,1920
574,1966
162,1931
40,1915
729,1914
745,1967
871,1914
746,2010
574,1905
752,1917
9,1908
995,1955
680,1957
865,1987
223,1944
864,1989
946,1987
151,1937
406,1902
883,1917
49,1905
230,2014
517,1924
605,1954
868,2001
512,1961
990,1943
277,1994
145,1927
330,1998
220,2014
815,1950
336,1907
367,1955
485,2003
426,1984
492,1997
592,1953
229,1941
289,1903
74,1910
450,1925
176,2004
511,2009
431,1948
140,1921
386,2016
832,2006
698,1923
445,1986
545,1928
367,1937
251,1950
679,2011
205,1969
964,1900
344,1991
232,1949
509,2018
94,1919
677,1906
630,1992
495,1984
505,1915
845,1942
121,1988
631,1918
556,1953
822,2014
692,1960
955,1907
698,1910
829,1955
561,1919
876,1928
509,2003
788,1950
632,1976
747,1950
947,1915
101,1939
645,1955
872,2019
396,1941
605,1946
69,1916
350,1964
299,1990
681,1942
651,1904
67,1994
200,1912
374,1936
237,2012
896,1902
22,2006
50,1949
18,1981
23,1930
196,1937
68,2006
789,1928
993,2002
828,1982
81,1982
742,1996
194,2006
990,1913
374,1925
937,1954
565,1924
895,1938
295,1919
411,1997
93,1930
908,1940
6,1954
455,2016
155,1988
902,1937
330,2002
783,1905
738,1929
736,2002
128,2012
30,1933
320,1964
451,1939
994,1942
165,2004
107,2006
616,1960
37,1952
687,1922
625,1999
468,1947
367,1912
41,2016
130,1922
360,1938
55,1965
48,1956
123,1966
9,1933
215,1942
533,1977
980,1944
442,1972
27,1904
517,1983
215,1948
717,1970
368,1936
514,1973
545,1913
346,1924
408,1982
469,1938
937,2006
499,1994
759,2003
795,1972
198,1969
558,1995
111,1902
939,1921
25,2006
485,1930
436,2009
364,1942
972,1996
181,1970
877,2017
220,1916
350,1992
880,2016
14,2013
806,2002
141,1993
211,2000
906,1957
105,2011
629,1925
927,2013
640,2009
955,1969
327,1989
270,2010
985,1983
379,1971
308,1955
241,1999
422,1952
615,1900
95,1924
586,2005
273,1911
604,1984
708,2009
347,1940
160,1908
363,1939
491,1901
514,1907
157,1984
649,2003
642,1986
656,2004
400,1931
676,1936
652,2018
159,1975
348,1944
223,1925
972,1925
227,1997
825,1925
885,1985
366,1941
484,2016
639,1940
288,1970
544,2003
521,1924
507,1981
382,1956
525,1918
791,1943
330,1907
904,2014
704,1992
812,1988
591,1972
511,1986
874,1957
358,1936
937,1922
205,1909
320,2013
511,1914
846,1926
85,1973
440,2012
222,1918
54,1917
809,1966
609,1912
296,1991
806,1900
986,1967
802,1913
554,1956
997,1927
619,1956
902,1992
240,1971
791,1919
21,1926
762,1943
978,1959
123,2009
818,1908
35,1906
200,1961
21,1938
502,1976
953,1906
958,1904
208,2017
827,1916
367,1901
666,1972
487,1924
764,1904
102,1947
161,1975
127,1991
177,1972
990,1981
772,1932
451,1944
246,1964
730,2019
798,2015
324,1919
174,1902
378,1977
199,1920
4,1921
438,2007
585,1968
578,1933
781,1925
425,1988
472,1942
475,1960
172,1910
673,2010
854,1967
623,2005
913,1988
617,2008
648,1977
835,1964
237,1999
892,2003
424,1957
880,1908
86,1907
740,1923
730,1916
923,1961
771,2004
689,1979
773,1940
855,1914
24,2001
463,1999
283,1951
931,1906
791,2016
216,1981
648,1938
764,2006
774,1982
356,1938
538,1995
75,1954
28,1922
617,1910
146,1994
799,1953
788,1970
749,1954
134,1924
14,1915
93,1931
846,2009
763,1970
267,2009
632,2015
124,2004
597,1914
367,1939
399,2000
635,1941
516,2015
338,1988
474,2003
897,1966
253,1967
450,1938
516,1933
145,2004
303,1905
333,1945
329,2004
676,2003
862,1916
742,1984
171,1982
523,1994
53,1944
235,1992
894,1967
740,2006
187,1901
859,1989
812,1944
622,1917
727,1945
627,2017
372,1960
196,2011
702,1934
66,1957
400,1919
132,1934
885,1956
122,1905
441,1949
723,1954
720,1933
631,2005
317,1942
374,1903
227,1913
6,1918
106,1921
255,2005
267,1921
993,2006
157,1934
708,1911
409,2011
730,1904
72,1917
57,1910
11,1987
30,1930
141,2011
424,1932
837,1903
964,1901
605,1945
124,1903
653,1914
871,1966
651,1939
229,1950
980,1944
436,1991
834,1991
960,1939
119,1912
514,1993
875,2008
994,1976
30,1963
552,1957
533,2003
514,1985
218,1973
462,1944
630,1935
656,1982
817,1957
823,2000
7,1981
240,1972
604,1958
110,1936
214,1906
487,2009
645,1930
706,1916
156,1963
453,1954
489,1946
943,1986
597,1976
345,1947
839,2003
817,1913
162,1989
866,2018
255,1970
579,1976
338,1979
988,2009
893,1906
797,1992
464,2007
827,2008
542,1929
93,1900
493,1949
821,1902
7,1961
397,1926
731,2003
199,2000
353,1935
950,1958
972,1958
657,1920
836,1916
658,2013
122,2006
432,2019
848,2015
23,1900
289,1968
50,1917
470,1954
237,1989
249,1944
188,1936
796,1905
641,1984
115,1967
596,1984
244,1904
400,1964
364,2003
167,1969
944,1912
500,1963
865,1950
118,1944
441,1999
79,1910
67,2011
213,1921
220,1960
689,1959
595,1999
700,1914
846,1983
385,1970
809,2005
151,1949
171,1928
119,1990
522,1902
633,1912
168,1938
169,1979
727,1900
557,1928
87,1956
411,1994
918,1946
792,1928
57,1983
487,1921
500,1925
266,1918
363,1953
719,2019
646,1958
119,1989
409,1981
652,1981
183,1917
868,1949
477,2009
971,1973
578,1958
755,1947
512,2013
950,2019
852,1936
203,1911
179,1960
663,1997
968,1937
213,1942
313,1995
133,1994
369,1963
784,1960
984,1925
156,2002
204,2018
882,1991
791,2016
228,2007
76,2008
684,1933
384,1929
123,1918
7,1941
805,2008
490,1930
571,1958
847,1933
303,2018
649,1959
408,1998
982,1901
295,2009
708,1902
870,1941
66,1979
705,1941
59,1970
916,1919
800,1973
853,1935
27,1914
962,1934
733,1999
34,1995
587,1928
609,1922
219,1902
150,2018
388,1966
443,1932
261,1979
326,1975
290,1972
396,1912
838,1921
884,1970
134,2008
236,1945
254,1927
729,1987
274,1945
